name,brand,sku,category,description,unit,packSizeLabel,minOrderQuantity,stockQuantity,stock,shelfLifeDays,storageType,status,isFeatured,isBestseller,ratingAverage,ratingCount,purchaseCount,displayOrder,badges,primaryImage,images,variety1_name,variety1_originalPrice,variety1_discountedPrice,variety1_isAvailable,variety2_name,variety2_originalPrice,variety2_discountedPrice,variety2_isAvailable,variety3_name,variety3_originalPrice,variety3_discountedPrice,variety3_isAvailable
Cold Coffee Premix 79,Continental,BEVERA-079,BEVERAGE BASES,"Continental cold coffee premix for restaurant kitchens, suitable for bulk prep and back-of-house operations.",packs,1 pack,5,208,Ready stock,270,dry,available,false,false,4.9,89,435,79,"Bulk value,Kitchen essential",https://commons.wikimedia.org/wiki/Special:Redirect/file/Cold%20coffee%20%2882723%29.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Cold%20coffee%20%2882723%29.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Iced%20coffee.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Iced%20Coffee%20%289606187442%29.jpg,1 pack,357,347,true,10 pack carton,1428,1403,true,,,,
Food Safe Sanitizer 80,Diversey,CLEANI-080,CLEANING SUPPLIES,"Diversey food safe sanitizer for restaurant kitchens, suitable for bulk prep and back-of-house operations.",bottles,1 bottle,1,210,Ready stock,270,ambient,available,false,false,4.0,90,440,80,"Restaurant staple,High repeat",https://commons.wikimedia.org/wiki/Special:Redirect/file/Hand%20sanitizer%20bottle.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Hand%20sanitizer%20bottle.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Hand%20Sanitizer%20%284157728004%29.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Instant%20Hand%20Sanitizer.png,1 bottle,360,350,true,6 bottle case,1440,1415,true,,,,
Mozzarella Cheese Block 81,Amul,DAIRY-081,DAIRY,"Amul mozzarella cheese block for restaurant kitchens, suitable for bulk prep and back-of-house operations.",kg,1 kg pack,2,212,Dispatch in 24 hrs,120,chilled,available,false,false,4.1,91,445,81,"Bulk value,Kitchen essential",https://commons.wikimedia.org/wiki/Special:Redirect/file/Mozzarella%20cheese.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Mozzarella%20cheese.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Mozzarella%20cheese%20%281%29.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Mozzarella.JPG,1 kg pack,363,353,true,5 kg pack,1452,1427,true,,,,
Pizza Pasta Sauce 82,Veeba,SAUCES-082,SAUCES,"Veeba pizza pasta sauce for restaurant kitchens, suitable for bulk prep and back-of-house operations.",jars,1 jar,3,214,Ready stock,270,ambient,available,false,false,4.2,92,450,82,"Restaurant staple,High repeat",https://commons.wikimedia.org/wiki/Special:Redirect/file/Pasta%20sauce%20%282997489359%29.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Pasta%20sauce%20%282997489359%29.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Pasta%20sauce%20ingredients.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Spaghetti%20and%20Sauce.jpg,1 jar,366,356,true,6 jar case,1464,1439,true,,,,
Garlic Spread 83,Cremica,SPREAD-083,SPREADS,"Cremica garlic spread for restaurant kitchens, suitable for bulk prep and back-of-house operations.",jars,1 jar,4,216,Ready stock,120,chilled,available,false,false,4.3,93,455,83,"Bulk value,Kitchen essential",https://commons.wikimedia.org/wiki/Special:Redirect/file/Garlic%20sauce.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Garlic%20sauce.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Ginger%20Garlic%20Paste.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Roasted%20Garlic%20Paste.jpg,1 jar,369,359,true,6 jar case,1476,1451,true,,,,
Refined Cooking Oil 84,Fortune,OILS-084,OILS,"Fortune refined cooking oil for restaurant kitchens, suitable for bulk prep and back-of-house operations.",cans,1 can,5,218,Dispatch in 24 hrs,270,ambient,available,false,true,4.4,94,460,84,"Restaurant staple,High repeat",https://commons.wikimedia.org/wiki/Special:Redirect/file/Cooking%20oil.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Cooking%20oil.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Peanut%20oil%20bottle.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Corn%20oil.jpg,1 can,372,362,true,12 can case,1488,1463,true,,,,
Corn Flour 85,Weikfield,DRYGOO-085,DRY GOODS,"Weikfield corn flour for restaurant kitchens, suitable for bulk prep and back-of-house operations.",packs,1 pack,1,220,Ready stock,270,dry,available,false,false,4.5,95,465,85,"Bulk value,Kitchen essential",https://commons.wikimedia.org/wiki/Special:Redirect/file/Corn%20Flour.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Corn%20Flour.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Corn%20flour.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Corn%20flour%20%2820240709%29.jpg,1 pack,375,365,true,10 pack carton,1500,1475,true,,,,
Dry Yeast 86,Angel,BAKERY-086,BAKERY INGREDIENTS,"Angel dry yeast for restaurant kitchens, suitable for bulk prep and back-of-house operations.",packs,1 pack,2,222,Ready stock,270,dry,available,false,false,4.6,96,470,86,"Restaurant staple,High repeat",https://commons.wikimedia.org/wiki/Special:Redirect/file/Dry%20yeast.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Dry%20yeast.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Dry%20Yeast%20%2850995087326%29.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/%D0%94%D1%80%D0%BE%D0%B6%D0%B6%D0%B8%20%D1%81%D1%83%D1%85%D0%B8%D0%B5%20%D0%B0%D0%BA%D1%82%D0%B8%D0%B2%D0%BD%D1%8B%D0%B5%20-%20Active%20dry%20yeast.JPG,1 pack,378,368,true,10 pack carton,1512,1487,true,,,,
French Fries 87,McCain,FROZEN-087,FROZEN ITEMS,"McCain french fries for restaurant kitchens, suitable for bulk prep and back-of-house operations.",packs,1 pack,3,224,Dispatch in 24 hrs,365,frozen,available,false,false,4.7,97,475,87,"Bulk value,Kitchen essential",https://commons.wikimedia.org/wiki/Special:Redirect/file/French%20Fries.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/French%20Fries.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Fresh%20french%20fries.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/BK-French-Fries.jpg,1 pack,381,371,true,10 pack carton,1524,1499,true,,,,
Sweet Corn Kernel 88,Del Monte,CANNED-088,CANNED GOODS,"Del Monte sweet corn kernel for restaurant kitchens, suitable for bulk prep and back-of-house operations.",cans,1 can,4,226,Ready stock,270,ambient,available,true,false,4.8,98,480,88,"Restaurant staple,High repeat",https://commons.wikimedia.org/wiki/Special:Redirect/file/Fresh%20Sweet%20Corn.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Fresh%20Sweet%20Corn.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Raw%20Sweet%20Corn.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Sweet%20corn.jpg,1 can,384,374,true,12 can case,1536,1511,true,,,,
Cold Coffee Premix 89,Continental,BEVERA-089,BEVERAGE BASES,"Continental cold coffee premix for restaurant kitchens, suitable for bulk prep and back-of-house operations.",packs,1 pack,5,228,Ready stock,270,dry,available,false,false,4.9,99,485,89,"Bulk value,Kitchen essential",https://commons.wikimedia.org/wiki/Special:Redirect/file/Cold%20coffee%20%2882723%29.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Cold%20coffee%20%2882723%29.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Iced%20coffee.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Iced%20Coffee%20%289606187442%29.jpg,1 pack,387,377,true,10 pack carton,1548,1523,true,,,,
Food Safe Sanitizer 90,Diversey,CLEANI-090,CLEANING SUPPLIES,"Diversey food safe sanitizer for restaurant kitchens, suitable for bulk prep and back-of-house operations.",bottles,1 bottle,1,230,Dispatch in 24 hrs,270,ambient,available,false,false,4.0,100,490,90,"Restaurant staple,High repeat",https://commons.wikimedia.org/wiki/Special:Redirect/file/Hand%20sanitizer%20bottle.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Hand%20sanitizer%20bottle.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Hand%20Sanitizer%20%284157728004%29.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Instant%20Hand%20Sanitizer.png,1 bottle,390,380,true,6 bottle case,1560,1535,true,,,,
Mozzarella Cheese Block 91,Amul,DAIRY-091,DAIRY,"Amul mozzarella cheese block for restaurant kitchens, suitable for bulk prep and back-of-house operations.",kg,1 kg pack,2,232,Ready stock,120,chilled,available,false,true,4.1,101,495,91,"Bulk value,Kitchen essential",https://commons.wikimedia.org/wiki/Special:Redirect/file/Mozzarella%20cheese.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Mozzarella%20cheese.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Mozzarella%20cheese%20%281%29.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Mozzarella.JPG,1 kg pack,393,383,true,5 kg pack,1572,1547,true,,,,
Pizza Pasta Sauce 92,Veeba,SAUCES-092,SAUCES,"Veeba pizza pasta sauce for restaurant kitchens, suitable for bulk prep and back-of-house operations.",jars,1 jar,3,234,Ready stock,270,ambient,available,false,false,4.2,102,500,92,"Restaurant staple,High repeat",https://commons.wikimedia.org/wiki/Special:Redirect/file/Pasta%20sauce%20%282997489359%29.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Pasta%20sauce%20%282997489359%29.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Pasta%20sauce%20ingredients.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Spaghetti%20and%20Sauce.jpg,1 jar,396,386,true,6 jar case,1584,1559,true,,,,
Garlic Spread 93,Cremica,SPREAD-093,SPREADS,"Cremica garlic spread for restaurant kitchens, suitable for bulk prep and back-of-house operations.",jars,1 jar,4,236,Dispatch in 24 hrs,120,chilled,available,false,false,4.3,103,505,93,"Bulk value,Kitchen essential",https://commons.wikimedia.org/wiki/Special:Redirect/file/Garlic%20sauce.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Garlic%20sauce.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Ginger%20Garlic%20Paste.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Roasted%20Garlic%20Paste.jpg,1 jar,399,389,true,6 jar case,1596,1571,true,,,,
Refined Cooking Oil 94,Fortune,OILS-094,OILS,"Fortune refined cooking oil for restaurant kitchens, suitable for bulk prep and back-of-house operations.",cans,1 can,5,238,Ready stock,270,ambient,available,false,false,4.4,104,510,94,"Restaurant staple,High repeat",https://commons.wikimedia.org/wiki/Special:Redirect/file/Cooking%20oil.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Cooking%20oil.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Peanut%20oil%20bottle.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Corn%20oil.jpg,1 can,402,392,true,12 can case,1608,1583,true,,,,
Corn Flour 95,Weikfield,DRYGOO-095,DRY GOODS,"Weikfield corn flour for restaurant kitchens, suitable for bulk prep and back-of-house operations.",packs,1 pack,1,240,Ready stock,270,dry,available,false,false,4.5,105,515,95,"Bulk value,Kitchen essential",https://commons.wikimedia.org/wiki/Special:Redirect/file/Corn%20Flour.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Corn%20Flour.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Corn%20flour.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Corn%20flour%20%2820240709%29.jpg,1 pack,405,395,true,10 pack carton,1620,1595,true,,,,
Dry Yeast 96,Angel,BAKERY-096,BAKERY INGREDIENTS,"Angel dry yeast for restaurant kitchens, suitable for bulk prep and back-of-house operations.",packs,1 pack,2,242,Dispatch in 24 hrs,270,dry,available,false,false,4.6,106,520,96,"Restaurant staple,High repeat",https://commons.wikimedia.org/wiki/Special:Redirect/file/Dry%20yeast.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Dry%20yeast.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Dry%20Yeast%20%2850995087326%29.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/%D0%94%D1%80%D0%BE%D0%B6%D0%B6%D0%B8%20%D1%81%D1%83%D1%85%D0%B8%D0%B5%20%D0%B0%D0%BA%D1%82%D0%B8%D0%B2%D0%BD%D1%8B%D0%B5%20-%20Active%20dry%20yeast.JPG,1 pack,408,398,true,10 pack carton,1632,1607,true,,,,
French Fries 97,McCain,FROZEN-097,FROZEN ITEMS,"McCain french fries for restaurant kitchens, suitable for bulk prep and back-of-house operations.",packs,1 pack,3,244,Ready stock,365,frozen,available,false,false,4.7,107,525,97,"Bulk value,Kitchen essential",https://commons.wikimedia.org/wiki/Special:Redirect/file/French%20Fries.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/French%20Fries.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Fresh%20french%20fries.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/BK-French-Fries.jpg,1 pack,411,401,true,10 pack carton,1644,1619,true,,,,
Sweet Corn Kernel 98,Del Monte,CANNED-098,CANNED GOODS,"Del Monte sweet corn kernel for restaurant kitchens, suitable for bulk prep and back-of-house operations.",cans,1 can,4,246,Ready stock,270,ambient,available,false,true,4.8,108,530,98,"Restaurant staple,High repeat",https://commons.wikimedia.org/wiki/Special:Redirect/file/Fresh%20Sweet%20Corn.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Fresh%20Sweet%20Corn.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Raw%20Sweet%20Corn.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Sweet%20corn.jpg,1 can,414,404,true,12 can case,1656,1631,true,,,,
Cold Coffee Premix 99,Continental,BEVERA-099,BEVERAGE BASES,"Continental cold coffee premix for restaurant kitchens, suitable for bulk prep and back-of-house operations.",packs,1 pack,5,248,Dispatch in 24 hrs,270,dry,available,true,false,4.9,109,535,99,"Bulk value,Kitchen essential",https://commons.wikimedia.org/wiki/Special:Redirect/file/Cold%20coffee%20%2882723%29.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Cold%20coffee%20%2882723%29.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Iced%20coffee.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Iced%20Coffee%20%289606187442%29.jpg,1 pack,417,407,true,10 pack carton,1668,1643,true,,,,
Food Safe Sanitizer 100,Diversey,CLEANI-100,CLEANING SUPPLIES,"Diversey food safe sanitizer for restaurant kitchens, suitable for bulk prep and back-of-house operations.",bottles,1 bottle,1,250,Ready stock,270,ambient,available,false,false,4.0,110,540,100,"Restaurant staple,High repeat",https://commons.wikimedia.org/wiki/Special:Redirect/file/Hand%20sanitizer%20bottle.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Hand%20sanitizer%20bottle.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Hand%20Sanitizer%20%284157728004%29.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Instant%20Hand%20Sanitizer.png,1 bottle,420,410,true,6 bottle case,1680,1655,true,,,,
